"cui","term","target_similarity","article_count","mgb_freq","importance_score","phenotyping_features","expanded_features","symnonym_cui","symnonym_term","acronym_cui","acronym_term"
"C4699394","Pneumatic","0.356","1","0.0658","0.2521","false","false","","","",""
"C3842982","Numbness or tingling","0.1812","4","0.1148","0.2519","false","false","","","",""
"C0027769","Nervousness","0.1874","3","0.0508","0.2517","false","false","C0849963","Feeling nervous","",""
"C0126174","Losartan","0.2518","3","0.1114","0.2516","false","false","","","",""
"C1269683","Major Depressive Disorder","0.2288","3","0.118","0.2515","false","false","C0011570","Mental Depression","AB000mdd","mdd"
"C0421292","Skin symptom change","0.2901","2","0.1578","0.2513","false","false","","","",""
"C0856054","Mental status changes","0.1718","5","0.1046","0.2512","false","false","C0278061","Abnormal mental state","",""
"C0022680","Polycystic Kidney Diseases","0.1868","2","0.0064","0.2508","false","false","C0311245; C1567435","Congenital cystic kidney disease; Polycystic Kidney - body part","",""
"C0205400","Thickened","0.2138","6","0.6036","0.2508","false","false","","","",""
"C0013798","Electrocardiogram","0.2136","5","0.3924","0.2507","false","false","C1623258","Electrocardiography","AB000ecg; AB00ecgs; AB000ekg; AB00ekgs","ecg; ecgs; ekg; ekgs"
"C0005758","Bulla","0.1918","5","0.2632","0.2502","false","false","C0347555; C2132198","Friction blister; Abnormal blistering of the skin","AB00bleb","bleb"
"C4740675","Very high risk","0.168","3","0.0264","0.2501","false","false","","","",""
"C3714621","Magnesium Drug Class","0.2101","6","0.4714","0.2496","false","false","","","",""
"C4520890","Nasal (intended site)","0.2743","4","0.4848","0.2495","false","false","","","",""
"C0042571","Vertigo","0.2678","4","0.6648","0.2487","false","false","C4554002; C0012833","Vertigo, CTCAE; Dizziness","",""
"C0232841","Bladder dysfunction","0.2279","2","0.0278","0.2484","false","false","","","",""
"C0424605","Developmental delay (disorder)","0.2061","2","0.018","0.2476","false","false","","","",""
"C1145628","Autonomic nervous system disorders","0.2105","2","0.0214","0.2476","false","false","C0013363","Dysautonomia","",""
"C1883468","Unstable Medical Device Problem","0.2092","4","0.1598","0.2475","false","false","","","",""
"C0542203","Water retention (finding)","0.1764","2","0.0056","0.2474","false","false","","","",""
"C2053594","date of delivery (history)","0.2017","3","0.0672","0.2473","false","false","","","",""
"C0478647","Transplanted organ and tissue status","0.1779","4","0.0968","0.2464","false","false","","","",""
"C0042866","Vitamin D","0.207","6","0.578","0.2464","false","false","C0008318; C0014695; C2936842","Cholecalciferol; Ergocalciferol; Vitamin D [EPC]","",""
"C0080274","Urinary Retention","0.2541","3","0.155","0.2462","false","false","C1558141; C0849752","Urinary Retention, CTCAE; Unable to urinate","",""
"C0004623","Bacterial Infections","0.2066","3","0.0852","0.2462","false","false","C2939130","Other bacterial diseases","",""
"C0167117","exenatide","0.2654","1","0.0094","0.2461","false","false","C1636686","Byetta","",""
"C0034186","Pyelonephritis","0.2282","3","0.0804","0.246","false","false","","","",""
"C2712122","Normal blood pressure","0.3344","2","0.2476","0.2459","false","false","","","",""
"C1138412","Diet, Mediterranean","0.1691","3","0.0256","0.2457","false","false","","","",""
"C0232352","Vascular insufficiency","0.3011","1","0.0082","0.2456","false","false","","","",""
"C0541882","Difficulty thinking","0.1899","2","0.0074","0.2446","false","false","","","",""
"C3714611","Calcium Drug Class","0.2049","7","0.7624","0.2439","false","false","","","",""
"C0013363","Dysautonomia","0.2213","2","0.0298","0.2436","false","false","C1145628","Autonomic nervous system disorders","",""
"C0403670","Urinary incontinence of non-organic origin","0.3784","1","0.0376","0.2429","false","false","","","",""
"C0579152","Bladder problem","0.2325","2","0.0236","0.2425","false","false","","","",""
"C0476273","Respiratory distress","0.2197","5","0.4514","0.2423","false","false","","","",""
"C0025362","Mental Retardation","0.2072","2","0.0124","0.2418","false","false","C3714756","Intellectual Disability","AB0000mr","mr"
"C4722408","Reactive Therapy","0.2849","3","0.5564","0.2417","false","false","","","",""
"C0016658","Fracture","0.1811","8","0.5934","0.2417","false","false","C1963113; C1265639","Fracture, CTCAE; Congenital fractures","",""
"C0206074","Renal Replacement Therapy","0.1684","2","0.0072","0.2417","false","false","","","AB000rrt","rrt"
"C5444885","Expression Positive","0.1721","9","0.5478","0.2416","false","false","","","",""
"C0011269","Dementia, Vascular","0.2572","1","0.008","0.2408","false","false","C0011263","Multi-infarct dementia","",""
"C0241165","Thick skin","0.2498","2","0.0688","0.2406","false","false","C0334008","Pachyderma","",""
"C5203670","COVID19 (disease)","0.2874","3","0.527","0.2405","false","false","","","",""
"C0040053","Thrombosis","0.2807","3","0.1816","0.2405","false","false","","","",""
"C0221074","Depression, Postpartum","0.238","2","0.0358","0.2404","false","false","","","",""
"C0023343","Leprosy","0.1842","2","0.0166","0.2403","false","false","","","",""
"C3537313","Rapamycin-Insensitive Companion of mTOR","0.2471","1","0.007","0.2398","false","false","","","",""
"C2239122","Social history of activities","0.1843","8","0.751","0.2393","false","false","","","",""
"C0042014","Urinalysis","0.1766","8","0.5738","0.2388","false","false","","","AB0000ua","ua"
"C0748355","Acute respiratory distress","0.1876","2","0.0104","0.2388","false","false","","","",""
"C0030547","Parenteral Nutrition","0.1686","5","0.1164","0.2379","false","false","C0021910; C0242739","Intravenous Feeding; Nutritional Support","",""
"C3843502","More than 12","0.3526","1","0.014","0.2378","false","false","","","",""
"C0267963","Exocrine pancreatic insufficiency","0.2174","2","0.0122","0.2376","false","false","","","AB000epi","epi"
"C0021308","Infarction","0.2526","3","0.4072","0.237","false","false","","","",""
"C0520863","Diastolic dysfunction","0.2634","2","0.079","0.2368","false","false","","","",""
"C3275042","Abandoned Lead","0.2923","1","0.0202","0.2359","false","false","","","",""
"C2825162","Fasting Blood Sugar Measurement","0.2188","2","0.0508","0.2355","false","false","","","AB000fbs","fbs"
"C0030293","Pancreatic Insufficiency","0.2128","2","0.0114","0.2354","false","false","","","",""
"C2985343","Assessment of Fetal Condition","0.2788","1","0.007","0.2354","false","false","","","",""
"C0474680","Hemoglobin A1c measurement","0.1905","4","0.2236","0.2352","false","false","C0202054","Glucohemoglobin measurement","AB000a1c","a1c"
"C0373675","Magnesium measurement","0.1979","6","0.473","0.235","false","false","","","AB0000mg","mg"
"C0020651","Hypotension, Orthostatic","0.193","4","0.0852","0.2349","false","false","","","",""
"C0151313","Sensory neuropathy","0.181","3","0.0364","0.2344","false","false","C4554142; C4686433; C4686888","Peripheral Sensory Neuropathy, CTCAE; Grade 3 Peripheral Sensory Neuropathy, CTCAE; Grade 4 Peripheral Sensory Neuropathy, CTCAE","",""
"C0853230","Blood insulin","0.2717","1","0.0066","0.2343","false","false","C0202098","Insulin measurement","",""
"C4721537","Therapeutic Testosterone","0.2584","2","0.1218","0.2342","false","false","C0723655","Testoderm","",""
"C0542538","Observation of Sensation","0.2045","6","0.7758","0.2339","false","false","","","",""
"C0795633","insulin isophane, human","0.316","1","0.0154","0.2337","false","false","","","",""
"C0746890","new onset","0.2115","4","0.2526","0.2336","false","false","","","",""
"C4724279","Atomic Nucleus","0.1753","3","0.0284","0.233","false","false","","","",""
"C0152025","Polyneuropathy","0.2148","2","0.0498","0.2329","false","false","C4721453","Peripheral Nervous System Diseases","",""
"C0036341","Schizophrenia","0.198","2","0.0282","0.2326","false","false","","","AB00sczd","sczd"
"C0003211","Anti-Inflammatory Agents, Non-Steroidal","0.1852","7","0.4636","0.2321","false","false","C3536840","Nonsteroidal Anti-inflammatory Drug [EPC]","",""
"C0428465","Serum lipids high (finding)","0.1798","7","0.43","0.2318","false","false","","","",""
"C0040822","Tremor","0.1967","5","0.3638","0.2312","false","false","C4554265; C0234369","Tremor, CTCAE 5.0; Trembling","",""
"C0152105","Hypertensive heart disease","0.3282","1","0.0196","0.2312","false","false","","","",""
"C0043352","Xerostomia","0.2033","4","0.2168","0.2311","false","false","C4553898","Dry Mouth, CTCAE","",""
"C2350360","CTLA4 protein, human","0.1708","2","0.01","0.2306","false","false","","","",""
"C0085605","Liver Failure","0.2188","2","0.0236","0.2306","false","false","C4552818","Hepatic Failure, CTCAE","",""
"C0034897","Recurrence","0.2391","4","0.5938","0.23","false","false","","","",""
"C0022660","Kidney Failure, Acute","0.2753","2","0.0892","0.2298","false","false","C2609414","Acute kidney injury","AB000aki; AB000arf","aki; arf"
"C4553159","Estimated Average Glucose","0.3281","1","0.0284","0.2288","false","false","","","AB000eag","eag"
"C3540792","Magnesium supplements, alimentary tract and metabolism","0.1926","6","0.4714","0.2288","false","false","","","",""
"C0234369","Trembling","0.2296","2","0.0614","0.2284","false","false","C0040822","Tremor","",""
"C0442893","Systemic disease","0.2397","3","0.123","0.2279","false","false","","","",""
"C3845159","Unable to respond","0.3111","1","0.006","0.2279","false","false","","","",""
"C4035626","3 times","0.2588","4","0.5804","0.2274","false","false","","","",""
"C0030193","Pain","0.2211","4","0.9286","0.227","false","false","C4685846","Grade 2 Pain, CTCAE","AB00ache; AB00pain","ache; pain"
"C0010692","Cystitis","0.2612","2","0.071","0.2268","false","false","","","",""
"C0014544","Epilepsy","0.2509","2","0.1026","0.2265","false","false","C0234972","Convulsive disorder","",""
"C0042721","Viral hepatitis","0.1915","2","0.0308","0.2264","false","false","C0019158; C4553207","Hepatitis; Hepatitis Viral, CTCAE 5","",""
"C3275118","No Treatment for Diabetes","0.4209","1","0.2904","0.2261","false","false","","","",""
"C4062617","Difficulty initiating sleep","0.2394","1","0.0084","0.226","false","false","","","",""
"C0231246","Failure to gain weight","0.2088","3","0.1146","0.2259","false","false","C2315100","Pediatric failure to thrive","",""
"C0030563","Parity","0.1774","2","0.0168","0.2253","false","false","","","AB00para","para"
"C1155266","Inflammatory Response","0.2158","2","0.0248","0.2252","false","false","","","",""
"C0011644","Scleroderma","0.2611","1","0.025","0.2251","false","false","C0036421; C0036420; C1527383; C1274865","Systemic Scleroderma; Localized scleroderma; Morphea; Scleroderma-like secondary cutaneous sclerosis","",""
"C4721555","Autoimmune hepatitis","0.1957","2","0.0146","0.2247","false","false","","","",""
"C1623258","Electrocardiography","0.1912","5","0.3908","0.2246","false","false","C0180580; C0013798","Electrocardiographic monitoring; Electrocardiogram","AB000ecg; AB000ekg","ecg; ekg"
"C0085636","Photophobia","0.1979","3","0.1552","0.2244","false","false","C4554342","Photophobia, CTCAE 5.0","",""
"C0038842","Supervision (regime/therapy)","0.2237","3","0.3302","0.2236","false","false","","","",""
"C0430022","diagnostic procedure","0.1775","4","0.1218","0.2228","false","false","","","",""
"C0041696","Unipolar Depression","0.2028","3","0.1196","0.2224","false","false","C0011570","Mental Depression","",""
"C0019016","Hemoglobin A","0.1999","4","0.2372","0.2223","false","false","C1281911","Hemoglobin A measurement","AB00hb a; AB000hba","hb a; hba"
"C0032993","Pregnancy, Prolonged","0.2681","1","0.008","0.2219","false","false","","","",""
"C0004690","Balanitis","0.2235","1","0.006","0.2216","false","false","","","",""
"C0424092","Withdrawn","0.3983","1","0.237","0.2216","false","false","","","",""
"C0015544","Failure to Thrive","0.2076","2","0.0356","0.2212","false","false","","","",""
"C0020295","Hydronephrosis","0.2425","3","0.2144","0.2204","false","false","","","",""
"C0042870","Vitamin D Deficiency","0.2678","2","0.169","0.2199","false","false","C4285871","Vitamin D low","",""
"C5202689","HIV Seroconversion","0.2569","1","0.0076","0.2194","false","false","","","",""
"C4061789","Young age","0.1798","4","0.1272","0.2194","false","false","","","",""
"C1821272","Fiber intake","0.1729","3","0.0454","0.2192","false","false","","","",""
"C1321013","Hydration status","0.1891","6","0.3946","0.219","false","false","","","",""
"C0018798","Congenital Heart Defects","0.2101","2","0.0368","0.2187","false","false","C0152021","Congenital heart disease","",""
"C4698437","Unplanned","0.3658","1","0.0446","0.2182","false","false","","","",""
"C0231239","Fluctuation","0.1833","4","0.1112","0.2176","false","false","","","",""
"C0038179","Starch","0.1882","3","0.0526","0.2175","false","false","","","",""
"C0005684","Malignant neoplasm of urinary bladder","0.171","3","0.0604","0.2165","false","false","C1314699","Primary malignant neoplasm of bladder","",""
"C4684790","Study Subject Enrolled","0.215","3","0.125","0.2165","false","false","","","",""
"C1306571","Hepatic Insufficiency","0.2069","2","0.0246","0.2162","false","false","","","",""
"C1332206","Adult Lymphoma","0.2738","2","0.1216","0.2162","false","false","","","",""
"C0003864","Arthritis","0.264","3","0.4438","0.2157","false","false","C0574941; C4552845","Inflamed joint; Arthritis, CTCAE","",""
"C0013404","Dyspnea","0.3055","3","0.765","0.2157","false","false","C1557662; C1963100","Grade 1 Dyspnea, CTCAE; Dyspnea, CTCAE","AB000sob","sob"
"C0040259","Tinea Pedis","0.2124","2","0.056","0.2153","false","false","","","",""
"C1565750","sitagliptin","0.2361","1","0.0104","0.2153","false","false","","","",""
"C5234856","Cushingoid","0.3059","1","0.0264","0.2151","false","false","","","",""
"C1272939","Nasal dosage form","0.2355","4","0.4848","0.2142","false","false","","","",""
"C0020550","Hyperthyroidism","0.2677","2","0.0764","0.2141","false","false","C4551916","Hyperthyroidism, CTCAE","",""
"C4551530","Antibody (immunoassay)","0.1663","6","0.2744","0.2141","false","false","","","",""
"C4551686","Malignant neoplasm of soft tissue","0.3672","1","0.0392","0.214","false","false","","","",""
"C0587081","Laboratory test finding","0.1906","4","0.1904","0.214","false","false","","","AB00labs","labs"
"C2347509","Physical Shift","0.1753","4","0.127","0.2137","false","false","","","",""
"C5202991","IMWG Progressive Disease","0.4397","1","0.0458","0.2134","false","false","","","",""
"C0085649","Peripheral edema","0.3194","2","0.1984","0.2128","false","false","","","",""
"C0231835","Tachypnea","0.1911","3","0.113","0.2125","false","false","C0221161","Shallow breathing","",""
"C0014563","Epinephrine","0.1834","6","0.4996","0.2125","false","false","C0165631","adapalene","AB000epi","epi"
"C0700590","Increased sweating","0.236","3","0.2642","0.2123","false","false","C0020458","Hyperhidrosis disorder","",""
"C3812869","Medicated","0.5354","1","0.2528","0.2116","false","false","","","",""
"C3841442","Other medical","0.2323","3","0.2148","0.2114","false","false","","","",""
"C1135440","Procedures involving the use of pharmaceuticals","0.1672","2","0.0238","0.2114","false","false","","","",""
"C0728721","Psychological suppression","0.1714","4","0.1902","0.211","false","false","","","",""
"C0013144","Drowsiness","0.1963","5","0.4478","0.2108","false","false","C2830004","Somnolence","",""
"C0030054","Oxygen","0.1732","6","0.422","0.2107","false","false","","","AB000o 2; AB0000o2","o 2; o2"
"C3834263","Inactive - answer to question","0.2783","2","0.2058","0.2106","false","false","","","",""
"C0525034","Diagnostic Techniques and Procedures","0.3027","2","0.2402","0.2104","false","false","","","",""
"C0011879","diabetic foot care","0.3538","1","0.0152","0.2103","false","false","","","",""
"C0001924","Albumins","0.2102","5","0.6616","0.2103","false","false","","","",""
"C0860872","Sodium normal","0.1791","2","0.0084","0.2102","false","false","","","",""
"C3845876","Consequent","0.1694","2","0.0178","0.2102","false","false","","","",""
"C0041912","Upper Respiratory Infections","0.1834","4","0.1562","0.21","false","false","C4552842","Upper Respiratory Infection, CTCAE","AB00cold; AB000uri; AB00urti","cold; uri; urti"
"C1704456","Deceased - Military Status","0.2353","2","0.1266","0.2098","false","false","","","",""
"C4035627","2 times","0.2982","3","0.753","0.2098","false","false","","","",""
"C0015927","Fetal Death","0.248","1","0.0068","0.2097","false","false","","","AB000iud","iud"
"C0721966","Nasal brand of oxymetazoline","0.2303","4","0.4848","0.2095","false","false","","","",""
"C0518015","Hemoglobin measurement","0.1822","5","0.4194","0.2094","false","false","","","AB000hgb","hgb"
"C3833383","Scant","0.3053","2","0.3324","0.2093","false","false","","","",""
"C0042038","Urine albumin tests","0.1794","3","0.0412","0.2089","false","false","","","",""
"C1546180","Age at death","0.2559","1","0.0066","0.2086","false","false","","","",""
"C2939419","Secondary Neoplasm","0.2152","3","0.1866","0.2083","false","false","C0751623; C2939420","Second Primary Cancers; Metastatic Neoplasm","",""
"C0241311","post operative (finding)","0.179","5","0.4808","0.2083","false","false","C0032786","Postoperative Care","",""
"C0029456","Osteoporosis","0.2085","4","0.2868","0.2078","false","false","C4554622; C1318518","Osteoporosis, CTCAE 5.0; Infantile malignant osteopetrosis","",""
"C0027726","Nephrotic Syndrome","0.2879","1","0.0166","0.2077","false","false","C4553910","Nephrotic Syndrome, CTCAE","",""
"C4018905","Too early","0.2808","2","0.2022","0.2075","false","false","","","",""
"C0024523","Malabsorption Syndrome","0.2337","2","0.0466","0.2075","false","false","C1963165; C3714745","Malabsorption, CTCAE; Malabsorption","",""
"C0587185","Urine albumin level","0.1872","2","0.0124","0.2075","false","false","","","",""
"C3496180","SLEEP APNEA (device)","0.2126","3","0.2412","0.2074","false","false","","","",""
"C1549464","Deceased - ActIneligibilityReason","0.231","2","0.1266","0.206","false","false","","","",""
"C0020676","Hypothyroidism","0.2849","2","0.2218","0.2059","false","false","C4553310; C0271791","Hypothyroidism, CTCAE; Severe hypothyroidism","",""
"C0740086","Microalbuminuria measurement","0.2481","2","0.0742","0.2059","false","false","","","",""
"C3540698","animal allergen extracts","0.1773","3","0.1036","0.2056","false","false","","","",""
"C0337671","Former smoker","0.1984","4","0.3646","0.2054","false","false","C2114448","previous history of smoking","",""
"C0027765","nervous system disorder","0.2603","1","0.0466","0.2052","false","false","","","",""
"C2364069","Able to cope","0.2007","2","0.0266","0.2051","false","false","","","",""
"C2936886","Calcium [EPC]","0.1724","7","0.7624","0.2051","false","false","C0006675","Calcium","",""
"C0740394","Hyperuricemia","0.2993","1","0.0176","0.2049","false","false","C4553069","Hyperuricemia, CTCAE","",""
"C0184633","Oxygen Therapy Care","0.1711","6","0.468","0.2048","false","false","","","",""
"C0003467","Anxiety","0.2082","5","0.7578","0.2045","false","false","C1561361; C4552735; C2239195; C0860603","Grade 1 Anxiety, CTCAE; Anxiety, CTCAE 5.0; Anxious mood; Anxiety symptoms","",""
"C0948089","Acute Coronary Syndrome","0.1981","2","0.0664","0.2041","false","false","","","",""
"C0086132","Depressive Symptoms","0.2169","2","0.1502","0.2037","false","false","","","",""
"C3541306","Plasmodium Measurement","0.3454","1","0.0318","0.2037","false","false","","","",""
"C4085654","Bristol Stool Type 5","0.2089","1","0.0068","0.2036","false","false","","","",""
"C0079595","Imaging Techniques","0.2072","5","0.867","0.2031","false","false","","","",""
"C0445356","Unrelated (finding)","0.1712","4","0.1604","0.203","false","false","","","",""
"C0151691","Decreased HDL cholesterol concentration","0.1827","2","0.0458","0.203","false","false","C0473527","Hypoalphalipoproteinemias","",""
"C1553188","Hemolysis - observation","0.3595","1","0.1076","0.2027","false","false","","","",""
"C0486293","Albumin To Creatinine Protein Ratio Measurement","0.2542","2","0.091","0.2026","false","false","","","",""
"C0851043","Increased lipid","0.2222","1","0.0104","0.2026","false","false","","","",""
"C3843214","Slightly above","0.1941","2","0.057","0.2024","false","false","","","",""
"C0450093","Very large","0.1795","3","0.1124","0.2015","false","false","","","",""
"C4036056","Too quickly","0.1958","2","0.0362","0.2008","false","false","","","",""
"C3540032","Vitamin IV solution additives","0.26","3","0.5214","0.2005","false","false","","","",""
"C2029884","hearing loss by exam","0.2135","3","0.2352","0.2004","false","false","C1384666","hearing impairment","",""
"C0006726","Calcium, Dietary","0.1684","7","0.7626","0.2004","false","false","","","",""
"C5202924","Global Progressive Disease in Skin","0.4126","1","0.0458","0.2003","false","false","","","AB0000pd","pd"
"C4284647","Poultry preparation","0.2174","2","0.064","0.2002","false","false","","","",""
"C4082302","CAM Exercise Therapy","0.2701","1","0.0072","0.2002","false","false","","","",""
"C0743496","end organ damage","0.2495","1","0.0096","0.2001","false","false","","","",""
"C0332128","Examined","0.2115","4","0.8402","0.1999","false","false","","","",""
"C1881707","Material Degradation","0.1827","3","0.092","0.1999","false","false","","","",""
"C0442856","Hypoperfusion","0.2225","2","0.0386","0.1993","false","false","","","",""
"C5401247","Severe Acute Respiratory Syndrome Coronavirus 2 Measurement","0.2188","2","0.0982","0.199","false","false","","","",""
"C0418981","Medical therapy","0.2681","2","0.1492","0.1989","false","false","","","",""
"C0014695","Ergocalciferol","0.1657","6","0.5478","0.1989","false","false","C0042866; C0305997","Vitamin D; Drisdol","",""
"C0409974","Lupus Erythematosus","0.2386","2","0.1012","0.1988","false","false","C0024138; C0024141; C2362320","Lupus Erythematosus, Discoid; Lupus Erythematosus, Systemic; Subacute cutaneous lupus","",""
"C1160636","respiratory gaseous exchange in organisms","0.2324","3","0.657","0.1987","false","false","","","",""
"C1306620","Systolic blood pressure measurement","0.2153","3","0.3342","0.1987","false","false","","","AB000sbp","sbp"
"C0038525","Subarachnoid Hemorrhage","0.1939","2","0.0378","0.1983","false","false","C0553692","Brain hemorrhage","",""
"C0028678","nursing therapy","0.2409","3","0.7468","0.197","false","false","","","",""
"C0455769","Increased energy","0.2312","2","0.0552","0.1967","false","false","","","",""
"C4042908","Seroconversion","0.2254","1","0.0066","0.1966","false","false","","","",""
"C3258059","Primary problem","0.1664","2","0.0166","0.1966","false","false","","","",""
"C2830004","Somnolence","0.1735","5","0.3282","0.196","false","false","C4553740; C0013144","Somnolence, CTCAE; Drowsiness","",""
"C4535015","Ozempic","0.214","1","0.0102","0.1957","false","false","","","",""
"C0852949","Arteriopathic disease","0.3114","1","0.0698","0.1955","false","false","","","",""
"C1654656","Daytime brand of acetaminophen/dextromethorphan/phenylephrine","0.1724","5","0.2486","0.1955","false","false","","","",""
"C0012169","Low sodium diet","0.1744","4","0.1696","0.1945","false","false","","","",""
"C0027996","Niacin","0.1742","2","0.041","0.1942","false","false","C3536880","Nicotinic Acid [EPC]","",""
"C1299262","Sarcoma - category (morphologic abnormality)","0.3305","1","0.0386","0.1932","false","false","","","",""
"C0374711","Surgical repair","0.1828","3","0.1466","0.1931","false","false","","","",""
"C0700219","Cigarette smoking behavior","0.1745","2","0.0448","0.1927","false","false","C0037369","Smoking","",""
"C2698969","Canadian Cardiovascular Society Grading Scale Class III","0.293","1","0.0556","0.1926","false","false","","","",""
"C4317086","Status of invasion by tumor","0.2153","1","0.006","0.1926","false","false","","","",""
"C0020971","Immunization","0.2322","3","0.901","0.1924","false","false","C0042196","Vaccination","",""
"C0275518","Acute infectious disease","0.2187","2","0.0404","0.1914","false","false","","","",""
"C0007286","Carpal Tunnel Syndrome","0.2106","2","0.1226","0.1912","false","false","","","AB000cts; AB00cts1","cts; cts1"
"C3542461","Sodium-Glucose Cotransporter 2 Inhibitor [EPC]","0.1969","1","0.007","0.1911","false","false","","","",""
"C0920350","Autoimmune thyroiditis","0.2232","1","0.0076","0.1906","false","false","","","",""
"C0032992","Pregnancy, Planned","0.171","2","0.0168","0.1901","false","false","","","",""
"C4700147","Before delivery","0.2345","1","0.0092","0.1898","false","false","","","",""
"C1879316","Transfusion (procedure)","0.4195","1","0.2694","0.1895","false","false","","","",""
"C3887784","Decreased urine output","0.3808","1","0.0642","0.1895","false","false","C0028961; C4553977","Oliguria; Urine Output Decreased, CTCAE","",""
"C0025289","Meningitis","0.2327","2","0.0658","0.1894","false","false","C4552844; C0259996","Meningitis, CTCAE; meningitis spinal","",""
"C0018674","Craniocerebral Trauma","0.202","3","0.2086","0.1893","false","false","C0037304; C1402616; C3249874","Skull Fractures; skull; injury; Cranial Injuries","",""
"C0012359","Pathological Dilatation","0.2279","3","0.5208","0.1891","false","false","","","",""
"C0992363","Glipizide 10 MG","0.2795","1","0.0126","0.189","false","false","","","",""
"C0184301","Vial device","0.3172","1","0.0624","0.1885","false","false","","","AB00vial","vial"
"C0575044","Joint problem","0.1878","2","0.0268","0.1882","false","false","","","",""
"C0175663","Sounds device","0.237","3","0.5146","0.188","false","false","","","",""
"C0035305","Retinal Detachment","0.1723","2","0.0268","0.1875","false","false","C4552652; C0154844","Retinal Detachment, CTCAE 5.0; Separation of retinal layers","",""
"C0011206","Delirium","0.1666","3","0.1092","0.1875","false","false","C4552941; C4686148; C0029221; C1285577","Delirium, CTCAE; Grade 3 Delirium, CTCAE; Organic brain syndrome; Acute confusional state","",""
"C0065374","Lisinopril","0.486","1","0.2788","0.1874","false","false","C0678140; C0701176","Zestril; Prinivil","",""
"C0003818","Arsenic","0.2006","1","0.009","0.1873","false","false","","","",""
"C2186378","Reported history of chronic illness","0.1896","2","0.042","0.1873","false","false","","","",""
"C3714649","VITAMINS [VA Class]","0.2424","3","0.5214","0.1869","false","false","","","",""
"C0403447","Chronic Kidney Insufficiency","0.3413","1","0.0534","0.1868","false","false","C1561643","Chronic Kidney Diseases","",""
"C1704431","Disorder of electrolytes","0.2236","1","0.0096","0.1864","false","false","","","",""
"C0425101","Problems at work","0.1863","1","0.0058","0.1861","false","false","","","",""
"C0014038","Encephalitis","0.1929","2","0.0286","0.186","false","false","","","",""
"C3668831","Lactation established in non-human animal","0.2385","1","0.0114","0.1857","false","false","","","",""
"C0860603","Anxiety symptoms","0.1857","5","0.678","0.1855","false","false","C0003467","Anxiety","",""
"C3556179","Invokana","0.1831","1","0.0052","0.185","false","false","","","",""
"C0876926","Traumatic Brain Injury","0.1657","2","0.0198","0.1847","false","false","C0270611","Brain Injuries","AB000tbi","tbi"
"C0007820","Cerebrovascular Disorders","0.2578","1","0.0622","0.1847","false","false","","","AB000cvd","cvd"
"C0033860","Psoriasis","0.2553","2","0.1518","0.1847","false","false","C0262985","Psoriasiform eczema","",""
"C3853505","Trapped","0.3016","1","0.031","0.1844","false","false","","","",""
"C0035317","Retinal Hemorrhage","0.2264","1","0.0082","0.1842","false","false","","","",""
"C3539781","Progressive cGVHD","0.3792","1","0.0458","0.184","false","false","","","",""
"C4699622","Low activity","0.2018","1","0.0106","0.1839","false","false","","","",""
"C1140999","Contraction (finding)","0.1919","3","0.2114","0.1832","false","false","","","",""
"C0935936","Urate","0.2462","1","0.0092","0.182","false","false","","","",""
"C0151465","Renal abscess","0.214","1","0.0054","0.1817","false","false","","","",""
"C0378717","elongation factor DmS-II","0.2234","1","0.0336","0.1814","false","false","","","",""
"C0332447","Morphologically abnormal structure (morphologic abnormality)","0.3303","1","0.124","0.1813","false","false","","","",""
"C3845371","During the day and night","0.2261","1","0.007","0.1812","false","false","","","",""
"C2828358","Lactating (finding)","0.2193","1","0.008","0.181","false","false","","","",""
"C4289767","Colonization","0.3352","1","0.0278","0.181","false","false","","","",""
"C0054836","carvedilol","0.1718","2","0.0392","0.18","false","false","C0719509","Coreg","",""
"C3496181","white rice extract","0.1691","2","0.0314","0.18","false","false","","","",""
"C0022672","Acute Kidney Tubular Necrosis","0.1856","1","0.006","0.1799","false","false","C0010392","Crush syndrome","",""
"C4721534","Chemotherapeutic Perfusion","0.2405","2","0.3064","0.1798","false","false","","","",""
"C0555061","Virgin","0.1853","1","0.007","0.1798","false","false","","","",""
"C0018790","Cardiac Arrest","0.1985","2","0.0796","0.1797","false","false","C4553105; C0085298; C0600228; C4553642","Cardiac Arrest, CTCAE 5; Sudden Cardiac Death; Cardiopulmonary Arrest; Asystole, CTCAE 5.0","AB000sca","sca"
"C0024138","Lupus Erythematosus, Discoid","0.2157","2","0.1012","0.1797","false","false","C0409974","Lupus Erythematosus","AB000dle","dle"
"C4489545","XXX>Catheter","0.2308","3","0.405","0.1795","false","false","","","",""
"C0018464","Behaviorial Habits","0.1668","4","0.4384","0.1795","false","false","C2242848","habits (history)","",""
"C1317600","patient symptoms","0.1835","3","0.2324","0.1795","false","false","","","",""
"C0442739","No status change","0.1815","4","0.7262","0.1794","false","false","","","",""
"C0376405","Patient Non-Compliance","0.3119","1","0.0534","0.1793","false","false","C0582786","Unable to comply with treatment (finding)","",""
"C4723759","magnetic resonance imaging with sweep imaging with fourier transform","0.2166","1","0.016","0.1787","false","false","","","",""
"C1456496","Traumatic AND/OR non-traumatic brain injury","0.3157","1","0.1064","0.1783","false","false","C0270611","Brain Injuries","",""
"C0751115","Digestive Epilepsy","0.1776","3","0.142","0.1783","false","false","","","",""
"C0016860","Furosemide","0.2511","2","0.1328","0.1783","false","false","C0699992","Lasix","AB000frs","frs"
